"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Expendables 3 VOSTFR DVDRIP 2014";"23";"5";"1.41GB";"02/01/2020";"Films";"Action,Aventure";"Barney, Christmas et le reste de l’équipe affrontent Conrad Stonebanks, qui fut autrefois le fondateur des Expendables avec Barney. Stonebanks devint par la suite un redoutable trafiquant d’armes, que Barney fut obligé d’abattre… Du moins, c’est ce qu’il croyait. Ayant échappé à la mort, Stonebanks a maintenant pour seul objectif d’éliminer l’équipe des Expendables. Mais Barney a d’autres plans... Il décide d’apporter du sang neuf à son unité spéciale et d’engager de nouveaux équipiers plus jeunes, plus vifs et plus calés en nouvelles technologies. Cette mission se révèle rapidement un choc des cultures et des générations, entre adeptes de la vieille école et experts high-tech. Les Expendables vont livrer leur bataille la plus explosive et la plus personnelle…"
"Expendables 2: unité spéciale VOSTFR DVDRIP 2012";"14";"8";"1.37GB";"02/01/2020";"Films";"Action,Aventure";"Les Expendables sont de retour, et cette fois, la mission les touche de très près... Lorsque Mr. Church engage Barney Ross, Lee Christmas, Yin Yang, Gunnar Jensen, Toll Road et Hale Caesar – et deux nouveaux, Billy The Kid et Maggie – l’opération semble facile. Mais quand l’un d’entre eux est tué, les Expendables jurent de le venger. Bien qu’en territoire hostile et donnés perdants, ils vont semer le chaos chez leurs adversaires, et se retrouver à tenter de déjouer une menace inattendue – cinq tonnes de plutonium capables de modifier l’équilibre des forces mondiales. Cette guerre-là n’est pourtant rien comparée à ce qu’ils vont faire subir à l’homme qui a sauvagement assassiné leur frère d’armes…"
"Expendables : unité spéciale FRENCH DVDRIP 2010";"166";"9";"701.44MB";"02/01/2020";"Films";"Action,Aventure";"Ce ne sont ni des mercenaires, ni des agents secrets. Ils choisissent eux-mêmes leurs missions et n'obéissent à aucun gouvernement. Ils ne le font ni pour l'argent, ni pour la gloire, mais parce qu'ils aident les cas désespérés. Depuis dix ans, Izzy Hands, de la CIA, est sur les traces du chef de ces hommes, Barney Ross. Parce qu'ils ne sont aux ordres de personne, il devient urgent de les empêcher d'agir. Eliminer un général sud-américain n'est pas le genre de job que Barney Ross accepte, mais lorsqu'il découvre les atrocités commises sur des enfants, il ne peut refuser. Avec son équipe d'experts, Ross débarque sur l'île paradisiaque où sévit le tyran. Lorsque l'embuscade se referme sur eux, il comprend que dans son équipe, il y a un traître. Après avoir échappé de justesse à la mort, ils reviennent aux Etats-Unis, où chaque membre de l'équipe est attendu. Il faudra que chacun atteigne les sommets de son art pour en sortir et démasquer celui qui a trahi..."
"Princesse Mononoké FRENCH HDLight 1080p 1997";"84";"18";"3.21GB";"02/01/2020";"Films";"Animation";"Au XVe siècle, durant l'ère Muromachi, la forêt japonaise, jadis protégée par des animaux géants, se dépeuple à cause de l'homme. Un sanglier transformé en démon dévastateur en sort et attaque le village d'Ashitaka, futur chef du clan Emishi. Touché par le sanglier qu'il a tué, celui-ci est forcé de partir à la recherche du dieu Cerf pour lever la malédiction qui lui gangrène le bras."
"La Colère des Titans FRENCH HDLight 1080p 2012";"275";"35";"1.9GB";"01/01/2020";"Films";"Fantastique";"Dix ans après avoir vaincu le monstre Kraken, au terme d'une bataille héroïque, Persée, demi-dieu et fils de Zeus, tente de mener une vie paisible dans un village où il est pêcheur et s'occupe, seul, de son fils de dix ans, Hélius. Mais Persée ne se doute pas que les dieux se sont engagés dans une lutte de pouvoir qui menace son existence tranquille. Affaiblis par le manque de dévotion des hommes, les dieux risquent bien de perdre leur immortalité et de ne plus pouvoir garder le contrôle sur leurs redoutables prisonniers, les Titans, et leur chef cruel, Kronos, père de Zeus, de Hadès et de Poséidon : les trois frères ont détrôné leur père depuis longtemps et l'ont envoyé croupir au plus profond du Tartare, donjon situé dans les entrailles des Enfers. Désormais, Persée n'a d'autre choix que d'accepter son destin lorsque Hadès et Arès, fils de Zeus, changent de camp et passent un accord avec Kronos pour capturer le roi des dieux. Tandis que les pouvoirs divins de Zeus diminuent, la puissance des Titans, elle, s'accroît, et les forces des ténèbres se déchaînent sur Terre. Persée fait appel à la reine guerrière Andromède, au fils de Poséidon, le demi-dieu Agénor, et au dieu déchu Héphaïstos pour s'enfoncer dans les Enfers dans le but de libérer Zeus, de vaincre les Titans et de sauver l'humanité…"
"Le Choc des Titans FRENCH HDLight 1080p 2010";"218";"29";"2.03GB";"01/01/2020";"Films";"Fantastique";"La dernière bataille pour le pouvoir met en scène des hommes contre des rois et des rois contre des dieux. Mais la guerre entre les dieux eux-mêmes peut détruire le monde. Né d'un dieu mais élevé comme un homme, Persée ne peut sauver sa famille des griffes de Hadès, dieu vengeur du monde des Enfers. N'ayant plus rien à perdre, Persée se porte volontaire pour conduire une mission dangereuse et porter un coup fatal à Hadès avant que celui-ci ne s'empare du pouvoir de Zeus et fasse régner l'enfer sur terre. A la tête d'une troupe de guerriers courageux, Persée entreprend un périlleux voyage dans les profondeurs des mondes interdits. Luttant contre des démons impies et des bêtes redoutables, il ne survivra que s'il accepte son pouvoir en tant que dieu, qu'il défie son destin et crée sa propre destinée."
"Les Cinq Legendes FRENCH HDLight 1080p 2012";"144";"24";"2.65GB";"01/01/2020";"Films";"Animation";"Nationalité américainDurée 1h 37minl'aventure d'un groupe de héros, tous doués de pouvoirs extraordinaires. Emmenées par Jack Frost, un adolescent rebelle et ingénieux, ces cinq légendes vont devoir, pour la première fois, unir leurs forces pour protéger les espoirs, les rêves et l'imaginaire de tous les enfants."
"Sinbad - la légende des sept mers FRENCH DVDRIP 2002";"248";"15";"701.93MB";"01/01/2020";"Films";"Animation";"Accusé à tort d'avoir volé le Livre de la Paix, l'audacieux et légendaire Sinbad est chargé de retrouver et de restituer le précieux ouvrage, faute de quoi son meilleur ami, Proteus, mourra. L'aventurier refuse cette chance et opte pour une croisière et un plan bronzette aux îles Fidji. Pas si vite ! Car la belle fiancée de Proteus, Marina, s'est glissée à bord du bateau de Sinbad pour veiller à ce qu'il remplisse sa mission, et le premier bad boy de l'histoire va se trouver confronté à un incroyable déluge de dangers.Eris, déesse du chaos, s'acharne en effet contre lui, envoyant à sa rencontre un essaim de monstres et déclenchant à tout moment d'épouvantables tempêtes. Et tout cela n'est encore rien à côté des défis que lance à notre héros la frêle mais redoutable Marina..."
"Romance inachevée FRENCH DVDRIP 1954";"37";"10";"1.41GB";"01/01/2020";"Films";"Romance";"Le film retrace la vie et la carrière du jazzman Glenn Miller jusqu'à sa mort en décembre 1944."
"Le Crime était presque parfait FRENCH DVDRIP 1955";"97";"3";"681.82MB";"01/01/2020";"Films";"Policier,Thriller";"Tony Wendice, une ancienne gloire du tennis, s'est marié avec Margot pour sa richesse. Mais celle-ci le trompe depuis peu avec Mark Halliday, un jeune auteur de romans policiers. Craignant que sa femme le quitte et le laisse sans le sou, Tony fait appel au capitaine Lesgate et le charge d'assassiner Margot en échange d'une grosse somme d'argent."
"Peter Pan FRENCH DVDRIP 1957";"84";"2";"688.25MB";"01/01/2020";"Films";"Animation";"Wendy devient une grande fille. Aussi passe-t-elle sa derniere nuit dans la nursery avec ses jeunes freres. C'est cette nuit-la que Peter Pan choisit pour les entrainer dans un grand voyage au pays imaginaire."
"12 hommes en colère FRENCH DVDRIP 1957";"68";"4";"700MB";"01/01/2020";"Films";"Drame";"Un jeune homme d'origine modeste est accusé du meurtre de son père et risque la peine de mort. Le jury composé de douze hommes se retire pour délibérer et procède immédiatement à un vote : onze votent coupable, or la décision doit être prise à l'unanimité. Le juré qui a voté non-coupable, sommé de se justifier, explique qu'il a un doute et que la vie d'un homme mérite quelques heures de discussion. Il s'emploie alors à les convaincre un par un."
"Wolverine : le combat de l'immortel FRENCH DVDRIP 2013";"136";"8";"681.65MB";"01/01/2020";"Films";"Action,Aventure";"Wolverine, le personnage le plus emblématique de l'univers des X-Men, est entraîné dans une aventure ultime au c?ur du Japon contemporain. Plongé dans un monde qu'il ne connaît pas, il doit faire face au seul ennemi de son envergure, dans une bataille à la vie à la mort. Vulnérable pour la première fois et poussé au bout de ses limites physiques et émotionnelles, Wolverine affrontera non seulement l'acier mortel du samouraï mais aussi les questions liées à sa propre immortalité."
"X-Men Origins: Wolverine DVDRIP FRENCH 2009";"68";"6";"700.27MB";"01/01/2020";"Films";"Fantastique";"Après avoir intégré le programme militaire \"Weapon X\" qui transforme les mutants en armes vivantes, Wolverine n'a de cesse de retrouver ceux qui ont tué son père et la femme qu'il a aimée."
"Gemini Man TRUEFRENCH DVDRIP 2019";"673";"64";"1.38GB";"01/01/2020";"Films";"Action,Aventure";"Henry Brogan, un tueur professionnel, est soudainement pris pour cible et poursuivi par un mystérieux et jeune agent qui peut prédire chacun de ses mouvements."
"Pokémon Détective Pikachu MULTi 4K ULTRA HD x265 2019";"22";"22";"49.25GB";"01/01/2020";"Films";"Action,Aventure";"Après la disparition mystérieuse de Harry Goodman, un détective privé, son fils Tim va tenter de découvrir ce qui s’est passé.  Le détective Pikachu, ancien partenaire de Harry, participe alors à l’enquête : un super-détective adorable à la sagacité hilarante, qui en laisse plus d’un perplexe, dont lui-même. Constatant qu’ils sont particulièrement bien assortis, Tim et Pikachu unissent leurs forces dans une aventure palpitante pour résoudre cet insondable mystère.  À la recherche d’indices dans les rues peuplées de néons de la ville de Ryme – métropole moderne et tentaculaire où humains et Pokémon vivent côte à côte dans un monde en live-action très réaliste –, ils rencontrent plusieurs personnages Pokémon et découvrent alors un complot choquant qui pourrait bien détruire cette coexistence pacifique et menacer l’ensemble de leur univers."
"Pokémon Détective Pikachu VOSTFR WEBRIP 2019";"16";"3";"1.36GB";"01/01/2020";"Films";"Action,Aventure";"Après la disparition de Harry Goodman, un détective privé, son fils Tim va tenter de découvrir ce qui s'est passé.  Le détective Pikachu, ancien partenaire de Harry, participe alors à l'enquête : un super-détective adorable à la sagacité hilarante, qui en laisse plus d'un perplexe, dont lui-même."
"True Lies FRENCH HDLight 1080p 1994";"84";"29";"4.73GB";"01/01/2020";"Films";"Action,Aventure";"Comment un agent secret va reconquérir sa femme qui ignore tout des activités secrètes de son époux et le trouve bien fade en Monsieur-tout-le-monde..."
"Hercule FRENCH HDLight 1080p 1997";"82";"21";"3.23GB";"01/01/2020";"Films";"Animation";"Dans la Grèce antique, alors que la fête bat son plein et que les fées se penchent sur le berceau d'Hercule, fils de Zeus, Hadès, seigneur des enfers, ronge son frein. En consultant les Moires, il apprend que les planètes lui seront favorables dans dix-huit ans. Pour gouverner l'Olympe, il lui suffira de libérer les Titans, jadis emprisonnés par Zeus, apres avoir eliminé le seul dieu capable de le tenir en échec : Hercule."
"Dumbo TRUEFRENCH DVDRIP 2019";"167";"3";"699.68MB";"01/01/2020";"Films";"Action,Aventure";"Les enfants de Holt Farrier, ex-artiste de cirque chargé de s’occuper d’un éléphanteau dont les oreilles démesurées sont la risée du public, découvrent que ce dernier sait voler..."
"L'Apprenti Sorcier FRENCH DVDRIP 2010";"145";"15";"698MB";"01/01/2020";"Films";"Fantastique";"Balthazar Blake est un grand sorcier vivant de nos jours à Manhattan. Il tente de défendre la ville contre son ennemi juré, Maxim Horvath. Balthazar ne pouvant y arriver seul, il engage alors - un peu malgré lui - Dave Stutler, un garçon apparemment ordinaire qui a pourtant un vrai potentiel, pour devenir son apprenti. Le sorcier donne à son apprenti réticent un cours express sur l’art et la science de la magie, et ensemble, ces deux associés improbables vont tenter de stopper les forces des ténèbres. Il faudra à Dave tout son courage, et même davantage, pour survivre à sa formation, sauver la ville et embrasser la fille qu’il aime…"
"Maléfique : Le Pouvoir du Mal VOSTFR WEBRIP 2019";"104";"8";"1.37GB";"01/01/2020";"Films";"Fantastique";"Plusieurs années après avoir découvert pourquoi la plus célèbre méchante Disney avait un cœur si dur et ce qui l’avait conduit à jeter un terrible sort à la princesse Aurore, « Maléfique : Le Pouvoir du Mal » continue d’explorer les relations complexes entre la sorcière et la future reine, alors qu’elles nouent d’autres alliances et affrontent de nouveaux adversaires dans leur combat pour protéger leurs terres et les créatures magiques qui les peuplent."
